author,gutenberg_id,title
"Scott, Walter ",7987,"The Fair Maid of Perth; Or, St. Valentine's Day"
"Scott, Walter ",59813,The Footpath Way: An Anthology for Walkers
"Scott, Walter ",5950,The Fortunes of Nigel
"Scott, Walter ",2590,Guy Mannering
"Scott, Walter ",5999,"Guy Mannering; or, The Astrologer — Complete"
"Scott, Walter ",5355,"Guy Mannering, Or, the Astrologer — Complete"
"Scott, Walter ",5353,"Guy Mannering, Or, the Astrologer — Volume 01"
"Scott, Walter ",5354,"Guy Mannering, Or, the Astrologer — Volume 02"
"Scott, Walter ",6942,"The Heart of Mid-Lothian, Volume 1"
"Scott, Walter ",6943,"The Heart of Mid-Lothian, Volume 2"
"Scott, Walter ",82,Ivanhoe: A Romance
"Scott, Walter ",14860,The Journal of Sir Walter ScottFrom the Original Manuscript at Abbotsford
"Scott, Walter ",1606,Kenilworth
"Scott, Walter ",28287,The Lady of the Lake
"Scott, Walter ",1461,A Legend of Montrose
"Scott, Walter ",14461,Letters on Demonology and Witchcraft
"Scott, Walter ",48837,"Life of Napoleon Bonaparte, Volume I."
"Scott, Walter ",48838,"Life of Napoleon Bonaparte, Volume II."
"Scott, Walter ",48839,"Life of Napoleon Bonaparte, Volume III."
"Scott, Walter ",48840,"Life of Napoleon Bonaparte, Volume IV."
"Scott, Walter ",48841,"Life of Napoleon Bonaparte, Volume V."
"Scott, Walter ",4010,Marmion: A Tale Of Flodden Field
"Scott, Walter ",5077,Marmion: A Tale of Flodden Field in Six Cantos
"Scott, Walter ",5416,The Memoirs of Count Grammont — Complete
"Scott, Walter ",5409,The Memoirs of Count Grammont — Volume 01
"Scott, Walter ",5410,The Memoirs of Count Grammont — Volume 02
"Scott, Walter ",5411,The Memoirs of Count Grammont — Volume 03
"Scott, Walter ",5412,The Memoirs of Count Grammont — Volume 04
"Scott, Walter ",5413,The Memoirs of Count Grammont — Volume 05
"Scott, Walter ",5414,The Memoirs of Count Grammont — Volume 06
"Scott, Walter ",5415,The Memoirs of Count Grammont — Volume 07
"Scott, Walter ",12742,"Minstrelsy of the Scottish border, Volume 1"
"Scott, Walter ",12882,"Minstrelsy of the Scottish Border, Volume 2"
"Scott, Walter ",45778,"Minstrelsy of the Scottish Border, Volume 3"
"Scott, Walter ",6406,The Monastery
"Scott, Walter ",1667,My Aunt Margaret's Mirror
"Scott, Walter ",6941,"Old Mortality, Complete"
"Scott, Walter ",6939,"Old Mortality, Volume 1."
"Scott, Walter ",6940,"Old Mortality, Volume 2."
"Scott, Walter ",5959,Peveril of the Peak
"Scott, Walter ",10778,The Prose MarmionA Tale of the Scottish Border
"Scott, Walter ",7853,Quentin Durward
"Scott, Walter ",22656,"Red Cap Tales, Stolen from the Treasure Chest of the Wizard of the North"
"Scott, Walter ",2516,Redgauntlet: A Tale Of The Eighteenth Century
"Scott, Walter ",7025,Rob Roy — Complete
"Scott, Walter ",7023,Rob Roy — Volume 01
"Scott, Walter ",7024,Rob Roy — Volume 02
"Scott, Walter ",45888,Scott's Lady of the Lake
"Scott, Walter ",6061,Some Poems
"Scott, Walter ",2588,Stories by English Authors: Scotland
"Scott, Walter ",6428,The Surgeon's Daughter
"Scott, Walter ",1377,The Talisman
"Scott, Walter ",1668,"The Tapestried Chamber, and Death of the Laird's Jock"
"Scott, Walter ",26133,"Trial of Duncan Terig, alias Clerk, and Alexander Bane Macdonaldfor the Murder of Arthur Davis, Sergeant in General Guise'sRegiment of Foot"
"Scott, Walter ",31563,"Walladmor, Vol. 1"
"Scott, Walter ",31568,"Walladmor, Vol. 2"
"Scott, Walter ",6661,Waverley Novels — Volume 12
"Scott, Walter ",2034,"Waverley; Or, 'Tis Sixty Years Since"
"Scott, Walter ",5998,"Waverley; Or, 'Tis Sixty Years Since"
"Scott, Walter ",4966,Waverley; Or 'Tis Sixty Years Since — Complete
"Scott, Walter ",4964,"Waverley; Or, 'Tis Sixty Years Since — Volume 1"
"Scott, Walter ",31517,"A Week at Waterloo in 1815Lady De Lancey's Narrative: Being an Account of How She Nursed Her Husband, Colonel Sir William Howe De Lancey, Quartermaster-General of the Army, Mortally Wounded in the Great Battle"
"Scott, Walter ",54361,"The Works of John Dryden, Now First Collected in Eighteen Volumes; Vol. 12"
"Scott, Walter ",12166,"The Works of John Dryden, now first collected in eighteen volumes. Volume 02"
"Scott, Walter ",15349,"The Works of John Dryden, now first collected in eighteen volumes. Volume 04"
"Scott, Walter ",16208,"The Works of John Dryden, now first collected in eighteen volumes. Volume 05"
"Scott, Walter ",16456,"The Works of John Dryden, now first collected in eighteen volumes. Volume 06"
"Scott, Walter ",16402,"The Works of John Dryden, now first collected in eighteen volumes. Volume 07"
"Scott, Walter ",49221,"The Works of John Dryden, now first collected in eighteen volumes. Volume 09"
"Scott, Walter ",51652,"The Works of John Dryden, now first collected in eighteen volumes. Volume 10"
"Scott, Walter ",44050,"The Works of John Dryden, now first collected in Eighteen Volumes, Volume 11"
"Scott, Walter ",47641,"The Works of John Dryden, now first collected in eighteen volumes. Volume 15"
"Scott, Walter ",14947,"The Works of John Dryden, now first collected in eighteen volumes. Volume 16"
"Scott, Walter ",50637,"The Works of John Dryden, now first collected in eighteen volumes. Volume 18Dialogue concerning Women; Characters; Life of Lucian; Letters; Appendix; Index"
"Brontë, Charlotte ",1260,Jane Eyre: An Autobiography
"Brontë, Charlotte ",1019,"Poems by Currer, Ellis, and Acton Bell"
"Brontë, Charlotte ",1028,The Professor
"Brontë, Charlotte ",53747,Richard Coeur de Lion and Blondel
"Brontë, Charlotte ",54254,The Search After Hapiness [sic]: A Tale
"Brontë, Charlotte ",30486,Shirley
"Hardy, Thomas ",57584,The Book of the Homeless
"Hardy, Thomas ",3058,"A Changed Man, and Other Tales"
"Hardy, Thomas ",3044,Desperate Remedies
"Hardy, Thomas ",4043,The Dynasts: An Epic-Drama of the War with Napoleon
"Hardy, Thomas ",27,Far from the Madding Crowd
"Hardy, Thomas ",10135,"The Great English Short-Story Writers, Volume 1"
"Hardy, Thomas ",3049,A Group of Noble Dames
"Hardy, Thomas ",3469,The Hand of Ethelberta: A Comedy in Chapters
"Hardy, Thomas ",58250,Index of the Project Gutenberg Works of Thomas Hardy
"Hardy, Thomas ",3258,A Laodicean : A Story of To-day
"Hardy, Thomas ",4758,"Late Lyrics and Earlier, With Many Other Verses"
"Hardy, Thomas ",3047,"Life's Little IroniesA set of tales with some colloquial sketches entitled A Few Crusted Characters"
"Hardy, Thomas ",143,The Mayor of Casterbridge
"Hardy, Thomas ",3255,Moments of Vision and Miscellaneous Verses
"Hardy, Thomas ",40894,Neither Dorking nor the Abbey
"Hardy, Thomas ",224,A Pair of Blue Eyes
"Hardy, Thomas ",3168,Poems of the Past and the Present
"Hardy, Thomas ",122,The Return of the Native
"Hardy, Thomas ",17500,The Return of the Native
"Hardy, Thomas ",2996,The Romantic Adventures of a Milkmaid
"Hardy, Thomas ",2863,"Satires of Circumstance, Lyrics and Reveries, with Miscellaneous Pieces"
"Hardy, Thomas ",6039,Stories by English Authors: England
"Hardy, Thomas ",2997,"Time's Laughingstocks, and Other Verses"
"Hardy, Thomas ",2864,The Trumpet-Major
"Hardy, Thomas ",3146,Two on a Tower
"Hardy, Thomas ",2662,"Under the Greenwood Tree; Or, The Mellstock QuireA Rural Painting of the Dutch School"
"Hardy, Thomas ",15252,Victorian Short Stories: Stories of Successful Marriages
"Hardy, Thomas ",3326,The Well-Beloved: A Sketch of a Temperament
"Hardy, Thomas ",3167,Wessex Poems and Other Verses
"Hardy, Thomas ",3056,Wessex Tales
"Hardy, Thomas ",482,The Woodlanders
"Doré, Gustave ",44427,Atala
"Doré, Gustave ",18327,"The Cockaynes in Paris; Or, 'Gone abroad'"
"Doré, Gustave ",44428,"The Days of Chivalry; Or, The Legend of Croquemitaine"
"Doré, Gustave ",8779,"The Divine Comedy by Dante, Illustrated, Hell, Volume 01"
"Doré, Gustave ",8780,"The Divine Comedy by Dante, Illustrated, Hell, Volume 02"
"Doré, Gustave ",8781,"The Divine Comedy by Dante, Illustrated, Hell, Volume 03"
"Doré, Gustave ",8782,"The Divine Comedy by Dante, Illustrated, Hell, Volume 04"
"Doré, Gustave ",8783,"The Divine Comedy by Dante, Illustrated, Hell, Volume 05"
"Doré, Gustave ",8784,"The Divine Comedy by Dante, Illustrated, Hell, Volume 06"
"Doré, Gustave ",8785,"The Divine Comedy by Dante, Illustrated, Hell, Volume 07"
"Doré, Gustave ",8786,"The Divine Comedy by Dante, Illustrated, Hell, Volume 08"
"Doré, Gustave ",8787,"The Divine Comedy by Dante, Illustrated, Hell, Volume 09"
"Doré, Gustave ",8788,"The Divine Comedy by Dante, Illustrated, Hell, Volume 10"
"Doré, Gustave ",8799,"The Divine Comedy by Dante, Illustrated, Paradise, Complete"
"Doré, Gustave ",8796,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 1"
"Doré, Gustave ",8797,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 2"
"Doré, Gustave ",8798,"The Divine Comedy by Dante, Illustrated, Paradise, Volume 3"
"Doré, Gustave ",8795,"The Divine Comedy by Dante, Illustrated, Purgatory, Complete"
"Doré, Gustave ",8790,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 1"
"Doré, Gustave ",8791,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 2"
"Doré, Gustave ",8792,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 3"
"Doré, Gustave ",8793,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 4"
"Doré, Gustave ",8794,"The Divine Comedy by Dante, Illustrated, Purgatory, Volume 5"
"Doré, Gustave ",8710,"The Doré Bible Gallery, CompleteContaining One Hundred Superb Illustrations, and a Page of Explanatory Letter-press Facing Each"
"Doré, Gustave ",8701,"The Doré Bible Gallery, Volume 1"
"Doré, Gustave ",8702,"The Doré Bible Gallery, Volume 2"
"Doré, Gustave ",8703,"The Doré Bible Gallery, Volume 3"
"Doré, Gustave ",8704,"The Doré Bible Gallery, Volume 4"
"Doré, Gustave ",8705,"The Doré Bible Gallery, Volume 5"
"Doré, Gustave ",8706,"The Doré Bible Gallery, Volume 6"
"Doré, Gustave ",8707,"The Doré Bible Gallery, Volume 7"
"Doré, Gustave ",8708,"The Doré Bible Gallery, Volume 8"
"Doré, Gustave ",8709,"The Doré Bible Gallery, Volume 9"
"Doré, Gustave ",50316,"The Fables of La FontaineTranslated into English Verse by Walter Thornbury and Illustrated by Gustave Doré"
"Doré, Gustave ",44447,Fairy Realm: A Collection of the Favourite Old Tales Told in Verse
"Doré, Gustave ",1200,Gargantua and Pantagruel
"Doré, Gustave ",8166,"Gargantua and Pantagruel, Illustrated, Book 1"
"Doré, Gustave ",8167,"Gargantua and Pantagruel, Illustrated, Book 2"
"Doré, Gustave ",8168,"Gargantua and Pantagruel, Illustrated, Book 3"
"Doré, Gustave ",8169,"Gargantua and Pantagruel, Illustrated, Book 4"
"Doré, Gustave ",8170,"Gargantua and Pantagruel, Illustrated, Book 5"
"Doré, Gustave ",5921,"The History of Don Quixote, Volume 1, Complete"
"Doré, Gustave ",5903,"The History of Don Quixote, Volume 1, Part 01"
"Doré, Gustave ",5904,"The History of Don Quixote, Volume 1, Part 02"
"Doré, Gustave ",5905,"The History of Don Quixote, Volume 1, Part 03"
"Doré, Gustave ",5906,"The History of Don Quixote, Volume 1, Part 04"
"Doré, Gustave ",5907,"The History of Don Quixote, Volume 1, Part 05"
"Doré, Gustave ",5908,"The History of Don Quixote, Volume 1, Part 06"
"Doré, Gustave ",5909,"The History of Don Quixote, Volume 1, Part 07"
"Doré, Gustave ",5910,"The History of Don Quixote, Volume 1, Part 08"
"Doré, Gustave ",5911,"The History of Don Quixote, Volume 1, Part 09"
"Doré, Gustave ",5912,"The History of Don Quixote, Volume 1, Part 10"
"Doré, Gustave ",5913,"The History of Don Quixote, Volume 1, Part 11"
"Doré, Gustave ",5914,"The History of Don Quixote, Volume 1, Part 12"
"Doré, Gustave ",5915,"The History of Don Quixote, Volume 1, Part 13"
"Doré, Gustave ",5916,"The History of Don Quixote, Volume 1, Part 14"
"Doré, Gustave ",5917,"The History of Don Quixote, Volume 1, Part 15"
"Doré, Gustave ",5918,"The History of Don Quixote, Volume 1, Part 16"
"Doré, Gustave ",5919,"The History of Don Quixote, Volume 1, Part 17"
"Doré, Gustave ",5920,"The History of Don Quixote, Volume 1, Part 18"
"Doré, Gustave ",5946,"The History of Don Quixote, Volume 2, Complete"
"Doré, Gustave ",5922,"The History of Don Quixote, Volume 2, Part 19"
"Doré, Gustave ",5923,"The History of Don Quixote, Volume 2, Part 20"
"Doré, Gustave ",5924,"The History of Don Quixote, Volume 2, Part 21"
"Doré, Gustave ",5925,"The History of Don Quixote, Volume 2, Part 22"
"Doré, Gustave ",5926,"The History of Don Quixote, Volume 2, Part 23"
"Doré, Gustave ",5927,"The History of Don Quixote, Volume 2, Part 24"
"Doré, Gustave ",5928,"The History of Don Quixote, Volume 2, Part 25"
"Doré, Gustave ",5929,"The History of Don Quixote, Volume 2, Part 26"
"Doré, Gustave ",5930,"The History of Don Quixote, Volume 2, Part 27"
"Doré, Gustave ",5931,"The History of Don Quixote, Volume 2, Part 28"
"Doré, Gustave ",5932,"The History of Don Quixote, Volume 2, Part 29"
"Doré, Gustave ",5933,"The History of Don Quixote, Volume 2, Part 30"
"Doré, Gustave ",5934,"The History of Don Quixote, Volume 2, Part 31"
"Doré, Gustave ",5935,"The History of Don Quixote, Volume 2, Part 32"
"Doré, Gustave ",5936,"The History of Don Quixote, Volume 2, Part 33"
"Doré, Gustave ",5937,"The History of Don Quixote, Volume 2, Part 34"
"Doré, Gustave ",5938,"The History of Don Quixote, Volume 2, Part 35"
"Doré, Gustave ",5939,"The History of Don Quixote, Volume 2, Part 36"
"Doré, Gustave ",5940,"The History of Don Quixote, Volume 2, Part 37"
"Doré, Gustave ",5941,"The History of Don Quixote, Volume 2, Part 38"
"Doré, Gustave ",5942,"The History of Don Quixote, Volume 2, Part 39"
"Doré, Gustave ",5943,"The History of Don Quixote, Volume 2, Part 40"
"Doré, Gustave ",5944,"The History of Don Quixote, Volume 2, Part 41"
"Doré, Gustave ",5945,"The History of Don Quixote, Volume 2, Part 42"
"Doré, Gustave ",59070,Index of the Project Gutenberg Works of Gustave Doré
"Doré, Gustave ",44433,Jaufry the Knight and the Fair Brunissende: A Tale of the Times of King Arthur
"Doré, Gustave ",44430,Myths of the Rhine
"Doré, Gustave ",8800,An Index of The Divine Comedy by Dante
"Doré, Gustave ",17192,The Raven
"Doré, Gustave ",44425,"River Legends; Or, Father Thames and Father Rhine"
"Doré, Gustave ",44426,Stories of the Days of King Arthur
"Doré, Gustave ",17208,The Tales of Mother GooseAs First Collected by Charles Perrault in 1696
"Doré, Gustave ",59235,Three Good GiantsWhose Ancient Deeds are recorded in the Ancient Chronicles
"Doré, Gustave ",44429,A Tour Through the Pyrenees
"Doré, Gustave ",8789,"The vision of hell. By Dante Alighieri.Translated by Rev. Henry Francis Cary, M.A.and illustrated with the seventy-five designs of Gustave Doré."
"Morley, Henry ",5500,The Advancement of Learning
"Morley, Henry ",2423,"Anecdotes of the late Samuel Johnson, LL.D.During the Last Twenty Years of His Life"
"Morley, Henry ",17678,The Apology of the Church of England
"Morley, Henry ",12867,The Banquet
"Morley, Henry ",623,"The Battle of the Books, and other Short Pieces"
"Morley, Henry ",1739,"The Black Death, and The Dancing Mania"
"Morley, Henry ",2706,The Bravo of Venice: A Romance
"Morley, Henry ",2831,A Bundle of Ballads
"Morley, Henry ",53606,Burlesque Plays and Poems
"Morley, Henry ",696,The Castle of Otranto
"Morley, Henry ",4272,The Christian Year
"Morley, Henry ",2575,Confessions of an Inquiring Spirit and Some Miscellaneous Pieces
"Morley, Henry ",17882,"Consolations in Travel; or, the Last Days of a Philosopher"
"Morley, Henry ",17667,Dialogues of the Dead
"Morley, Henry ",5134,Discoveries Made Upon Men and Matter and Some Poems
"Morley, Henry ",2660,"Early Australian Voyages: Pelsart, Tasman, Dampier"
"Morley, Henry ",2428,An Essay on Man; Moral Essays and Satires
"Morley, Henry ",2791,Essays and Tales
"Morley, Henry ",5619,Essays on Mankind and Political Arithmetic
"Morley, Henry ",11044,The Existence of God
"Morley, Henry ",1149,"From London to Land's Endand Two Letters from the ""Journey through England by a Gentleman"""
"Morley, Henry ",2060,The History of Caliph Vathek
"Morley, Henry ",2643,The History of John Bull
"Morley, Henry ",4245,A History of the Early Part of the Reign of James the Second
"Morley, Henry ",6925,The History of Thomas Ellwood Written By Himself
"Morley, Henry ",3150,"Human Nature, and Other Sermons"
"Morley, Henry ",3480,The Hunchback
"Morley, Henry ",18638,Ideal Commonwealths
"Morley, Henry ",2644,"Isaac Bickerstaff, Physician and Astrologer"
"Morley, Henry ",26509,Journal of the Third Voyage for the Discovery of a North-West Passage
"Morley, Henry ",7165,The Legends of Saint Patrick
"Morley, Henry ",14461,Letters on Demonology and Witchcraft
"Morley, Henry ",2445,Letters on England
"Morley, Henry ",5132,Letters to Sir William Windham and Mr. Pope
"Morley, Henry ",2668,"The Life and Adventures of Baron Trenck, Volume 1"
"Morley, Henry ",2669,"The Life and Adventures of Baron Trenck, Volume 2"
"Morley, Henry ",3539,The Love-chase
"Morley, Henry ",4010,Marmion: A Tale Of Flodden Field
"Morley, Henry ",28094,Mediaeval Tales
"Morley, Henry ",17490,The Memorable Thoughts of Socrates
"Morley, Henry ",2129,"Murad the Unlucky, and Other Tales"
"Morley, Henry ",17574,My Beautiful Lady.  Nelly Dale
"Morley, Henry ",3820,Nathan the Wise; a dramatic poem in five acts
"Morley, Henry ",20933,"The Natural History of Selborne, Vol. 1"
"Morley, Henry ",20934,"The Natural History of Selborne, Vol. 2"
"Morley, Henry ",3787,Nature and Art
"Morley, Henry ",5339,Peter Schlemihl
"Morley, Henry ",6332,Playful Poems
"Morley, Henry ",9841,Selections from the Table Talk of Martin Luther
"Morley, Henry ",10274,Sermons on Evil-Speaking
"Morley, Henry ",2458,"Sermons on the Card, and Other Discourses"
"Morley, Henry ",2176,Seven Discourses on Art
"Morley, Henry ",4243,"Sir Thomas More, or, Colloquies on the Progress and Prospects of Society"
"Morley, Henry ",4737,A Tale of a Tub
"Morley, Henry ",2173,"Thoughts on the Present Discontents, and Speeches"
"Morley, Henry ",4738,Three Prayers and Sermons
"Morley, Henry ",22387,A Tour in Ireland. 1776-1779
"Morley, Henry ",10430,Trips to the Moon
"Morley, Henry ",2130,Utopia
"Morley, Henry ",4009,"The Victories of Love, and Other Poems"
"Morley, Henry ",17923,The Visions of EnglandLyrics on leading men and events in English History
"Morley, Henry ",3482,Voyages in Search of the North-West Passage
"Morley, Henry ",1436,A Voyage to Abyssinia
"Ibsen, Henrik ",15492,A Doll's House
"Ibsen, Henrik ",2542,A Doll's House : a play
"Ibsen, Henrik ",7172,"Early Plays — Catiline, the Warrior's Barrow, Olaf Liljekrans"
"Ibsen, Henrik ",2446,An Enemy of the People
"Ibsen, Henrik ",18428,The Feast at Solhoug
"Ibsen, Henrik ",8121,Ghosts
"Ibsen, Henrik ",2467,Ghosts: A Domestic Tragedy in Three Acts
"Ibsen, Henrik ",4093,Hedda Gabler
"Ibsen, Henrik ",18792,John Gabriel Borkman
"Ibsen, Henrik ",2765,The Lady from the Sea
"Ibsen, Henrik ",19018,Lady Inger of Ostrat: Henrik Ibsen's Prose Dramas Vol III
"Ibsen, Henrik ",7942,Little Eyolf
"Ibsen, Henrik ",18657,Love's Comedy
"Ibsen, Henrik ",4070,The Master Builder
"Ibsen, Henrik ",2296,Pillars of Society
"Ibsen, Henrik ",2289,Rosmersholm
"Ibsen, Henrik ",19205,"The Vikings of Helgeland: The Prose Dramas Of Henrik Ibsen, Vol. III."
"Ibsen, Henrik ",4782,When We Dead Awaken
"Pope, Alexander ",7409,An Essay on Criticism
"Pope, Alexander ",2428,An Essay on Man; Moral Essays and Satires
"Pope, Alexander ",58845,Index of the Project Gutenberg Works of Alexander Pope
"Pope, Alexander ",35977,"Letters of Abelard and HeloiseTo which is prefix'd a particular account of their lives, amours, and misfortunes"
"Pope, Alexander ",3160,The Odyssey
"Pope, Alexander ",9413,"The Poetical Works of Alexander Pope, Volume 1"
"Pope, Alexander ",9601,"The Poetical Works of Alexander Pope, Volume 2"
"Pope, Alexander ",9800,The Rape of the Lock and Other Poems
"Pope, Alexander ",37667,Three Hours after Marriage
"Pope, Alexander ",43271,"The Works of Alexander Pope, Volume 2"
"Maupassant, Guy de ",49318,Afloat
"Maupassant, Guy de ",33928,Bel Ami
"Maupassant, Guy de ",3733,"Bel Ami; Or, The History of a Scoundrel: A Novel"
"Maupassant, Guy de ",9161,Comedy of Marriage and Other Tales
"Maupassant, Guy de ",3090,Complete Original Short Stories of Guy De Maupassant
"Maupassant, Guy de ",15143,Famous Modern Ghost Stories
"Maupassant, Guy de ",10577,International Short Stories: French
"Maupassant, Guy de ",12758,Library of the World's Best Mystery and Detective Stories
"Maupassant, Guy de ",4788,Mademoiselle Fifi
"Maupassant, Guy de ",50311,"Mont Oriol; or, A Romance of Auvergne: A Novel"
"Maupassant, Guy de ",50477,"Notre Coeur; or, A Woman's Pastime: A Novel"
"Maupassant, Guy de ",28076,"Original Short Stories, Complete, Volumes 1-13An Index to All Stories"
"Maupassant, Guy de ",3077,Original Short Stories — Volume 01
"Maupassant, Guy de ",3078,Original Short Stories — Volume 02
"Maupassant, Guy de ",3079,Original Short Stories — Volume 03
"Maupassant, Guy de ",3080,Original Short Stories — Volume 04
"Maupassant, Guy de ",3081,Original Short Stories — Volume 05
"Maupassant, Guy de ",3082,Original Short Stories — Volume 06
"Maupassant, Guy de ",3083,Original Short Stories — Volume 07
"Maupassant, Guy de ",3084,Original Short Stories — Volume 08
"Maupassant, Guy de ",3085,Original Short Stories — Volume 09
"Maupassant, Guy de ",3086,Original Short Stories — Volume 10
"Maupassant, Guy de ",3087,Original Short Stories — Volume 11
"Maupassant, Guy de ",3088,Original Short Stories — Volume 12
"Maupassant, Guy de ",3089,Original Short Stories — Volume 13
"Maupassant, Guy de ",3804,Pierre and Jean
"Maupassant, Guy de ",7549,Quotes and Images From The Short Stories of Maupassant
"Maupassant, Guy de ",593,"A Selection from the Writings of Guy De Maupassant, Vol. I"
"Maupassant, Guy de ",12732,Short-Stories
"Maupassant, Guy de ",4777,Strong as Death
"Maupassant, Guy de ",7114,"Une Vie, a Piece of String and Other Stories"
"Maupassant, Guy de ",3603,Widger's Quotations from the Project Gutenberg Editions of the Works of Guy de Maupassant
"Maupassant, Guy de ",21327,"The Works of Guy de Maupassant, Vol. 1Boule de Suif and Other Stories"
"Maupassant, Guy de ",21655,"The works of Guy de Maupassant, Vol. 5Une Vie and Other Stories"
"Maupassant, Guy de ",17375,"The Works of Guy de Maupassant, Volume 2"
"Maupassant, Guy de ",17376,"The Works of Guy de Maupassant, Volume 3"
"Maupassant, Guy de ",17377,"The Works of Guy de Maupassant, Volume 4"
"Maupassant, Guy de ",22069,"The Works of Guy de Maupassant, Volume VIII."
"Maupassant, Guy de ",3664,Yvette
"Wharton, Edith ",541,The Age of Innocence
"Wharton, Edith ",4549,"Artemis to Actaeon, and Other Verses"
"Wharton, Edith ",24132,Autres Temps...1916
"Wharton, Edith ",57584,The Book of the Homeless
"Wharton, Edith ",57584,The Book of the Homeless
"Wharton, Edith ",311,Bunner Sisters
"Wharton, Edith ",24348,The Choice1916
"Wharton, Edith ",24349,Coming Home1916
"Wharton, Edith ",7516,Crucial Instances
"Wharton, Edith ",40367,The Decoration of Houses
"Wharton, Edith ",4519,The Descent of Man and Other Stories
"Wharton, Edith ",295,The Early Short Fiction of Edith Wharton — Part 1
"Wharton, Edith ",306,The Early Short Fiction of Edith Wharton — Part 2
"Wharton, Edith ",4517,Ethan Frome
"Wharton, Edith ",4550,"Fighting France, from Dunkerque to Belfort"
"Wharton, Edith ",57786,French Ways and Their Meaning
"Wharton, Edith ",19191,The Fruit of the Tree
"Wharton, Edith ",1263,The Glimpses of the Moon
"Wharton, Edith ",9190,The Greater Inclination
"Wharton, Edith ",4533,"The Hermit and the Wild Woman, and Other Stories"
"Wharton, Edith ",284,The House of Mirth
"Wharton, Edith ",39042,In Morocco
"Wharton, Edith ",11104,In Morocco
"Wharton, Edith ",54932,Italian Backgrounds
"Wharton, Edith ",53495,Italian Villas and Their Gardens
"Wharton, Edith ",34207,The Joy of Living
"Wharton, Edith ",24350,Kerfol1916
"Wharton, Edith ",24133,The Long Run1916
"Wharton, Edith ",4518,Madame de Treymes
"Wharton, Edith ",41855,The Marne: A Tale of the War
"Wharton, Edith ",57347,A Motor-Flight Through France
"Wharton, Edith ",283,The Reef
"Wharton, Edith ",7517,Sanctuary
"Wharton, Edith ",59437,A Son at the Front
"Wharton, Edith ",166,Summer
"Wharton, Edith ",4514,Tales of Men and Ghosts
"Wharton, Edith ",267,The Touchstone
"Wharton, Edith ",24351,The Triumph Of Night1916
"Wharton, Edith ",4327,The Valley of Decision
"Wharton, Edith ",55807,Verses
"Wharton, Edith ",24131,Xingu
"Irving, Washington ",7948,Abbotsford and Newstead Abbey
"Irving, Washington ",1372,"The Adventures of Captain Bonneville, U. S. A., in the Rocky Mountains and the Far West"
"Irving, Washington ",49947,The Alhambra
"Irving, Washington ",49872,The Alhambra
"Irving, Washington ",1371,"Astoria; Or, Anecdotes of an Enterprise Beyond the Rocky Mountains"
"Irving, Washington ",14228,Bracebridge Hall
"Irving, Washington ",52361,Christmas Day
"Irving, Washington ",3293,"Chronicle of the Conquest of Granada, from the mss. of Fray Antonio Agapida"
"Irving, Washington ",7994,The Crayon Papers
"Irving, Washington ",10135,"The Great English Short-Story Writers, Volume 1"
"Irving, Washington ",58172,Index of the Project Gutenberg Works of Washington Irving
"Irving, Washington ",41,The Legend of Sleepy Hollow
"Irving, Washington ",877,Little Britain
"Irving, Washington ",2043,The Lock and Key Library: The most interesting stories of all nations: American
"Irving, Washington ",1850,Old Christmas
"Irving, Washington ",20656,Old Christmas: from the Sketch Book of Washington Irving
"Irving, Washington ",40196,The Oxford Book of American Essays
"Irving, Washington ",55888,Pennsylvania Dutch Rip Van Winkle: A romantic drama in two acts
"Irving, Washington ",21964,The Short-story
"Irving, Washington ",2048,The Sketch-Book of Geoffrey Crayon
"Irving, Washington ",50352,Spanish Papers
"Grimm, Jacob ",11027,Grimm's Fairy Stories
"Grimm, Jacob ",52521,Grimm's Fairy Tales
"Grimm, Jacob ",2591,Grimms' Fairy Tales
"Grimm, Jacob ",19068,Household Stories by the Brothers Grimm
"Grimm, Jacob ",59508,Index of the Project Gutenberg Works of the Brothers Grimm
"Grimm, Jacob ",37381,Snowdrop & Other Tales
"Grimm, Wilhelm ",11027,Grimm's Fairy Stories
"Grimm, Wilhelm ",52521,Grimm's Fairy Tales
"Grimm, Wilhelm ",2591,Grimms' Fairy Tales
"Grimm, Wilhelm ",19068,Household Stories by the Brothers Grimm
"Grimm, Wilhelm ",59508,Index of the Project Gutenberg Works of the Brothers Grimm
"Grimm, Wilhelm ",37381,Snowdrop & Other Tales
"Kemble, E. W. (Edward Windsor) ",76,Adventures of Huckleberry Finn
"Kemble, E. W. (Edward Windsor) ",32325,The Adventures of Huckleberry Finn
"Kemble, E. W. (Edward Windsor) ",51925,Danny's Own Story
"Kemble, E. W. (Edward Windsor) ",59121,"E. K. MeansIs This a Title? It Is Not. It Is the Name of a Writer of Negro Stories, Who Has Made Himself So Completely the Writer of Negro Stories That His Book Needs No Title"
"Kemble, E. W. (Edward Windsor) ",59476,"More E. K. MeansIs This a Title? It Is Not. It Is the Name of a Writer of Negro Stories, Who Has Made Himself So Completely the Writer of Negro Stories That This Second Book, Like the First, Needs No Title"
